faculty,date,start_time,duration_min,subject,instructor,room,group,type,status
"AwP4.0s3_EEs3","2026-02-25","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-02-25","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-02-26","18:00","135","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","W","wykład","aktywne"
"AwP4.0s3_EEs3","2026-03-04","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-04","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-10","18:00","135","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","W","wykład","aktywne"
"AwP4.0s3_EEs3","2026-03-11","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-11","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-18","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-18","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-24","18:00","135","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","W","wykład","aktywne"
"AwP4.0s3_EEs3","2026-03-25","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-03-25","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-04-01","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-02","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-03","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-04","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-05","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-06","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-07","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-04-08","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-04-08","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-04-15","18:00","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk1","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-04-15","19:45","90","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","Lk2","laboratoria","aktywne"
"AwP4.0s3_EEs3","2026-04-21","18:00","135","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","W","wykład","aktywne"
"AwP4.0s3_EEs3","2026-05-01","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-05-02","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-05-03","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-05-04","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-05-05","18:00","135","Metody i zastosowania sztucznej inteligencji","dr inż. M. Dudzik","WA2","W","wykład","aktywne"
"AwP4.0s3_EEs3","2026-05-12","07:00","900","Święto Szkoły","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-05-24","07:00","900","Zielone Świątki","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-06-04","07:00","900","Boże Ciało","Brak","-","Wszystkie grupy","święto","wolne"
"AwP4.0s3_EEs3","2026-06-05","07:00","900","Boże Ciało","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-02-23","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-02-23","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs1","2026-02-23","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-02-25","11:45","90","Modelowanie układów elektromagnetycznych","prof. A. Warzecha","9","W","wykład","aktywne"
"EEs1","2026-02-25","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-02-26","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-02-26","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-02-26","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. W. Mazgaj","A2","W","wykład","aktywne"
"EEs1","2026-02-26","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-02-27","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-03-02","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-03-04","11:45","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","9","W","wykład","aktywne"
"EEs1","2026-03-04","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","12","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-04","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-03-04","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-03-05","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-05","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-03-05","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. W. Mazgaj","A2","W","wykład","aktywne"
"EEs1","2026-03-05","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-03-06","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-03-09","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-09","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs1","2026-03-09","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-03-09","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","A1","W","wykład","aktywne"
"EEs1","2026-03-11","11:45","90","Modelowanie układów elektromagnetycznych","prof. A. Warzecha","9","W","wykład","aktywne"
"EEs1","2026-03-11","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","8","L3","laboratoria","aktywne"
"EEs1","2026-03-11","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-03-11","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-03-12","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-12","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-03-12","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. W. Mazgaj","A2","W","wykład","aktywne"
"EEs1","2026-03-12","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-03-13","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-03-16","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-03-18","11:45","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","9","W","wykład","aktywne"
"EEs1","2026-03-18","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","8","L4","laboratoria","aktywne"
"EEs1","2026-03-18","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-03-18","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-03-19","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-19","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-03-19","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-03-20","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-03-23","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-23","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs1","2026-03-23","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-03-23","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","A1","W","wykład","aktywne"
"EEs1","2026-03-25","11:45","90","Modelowanie układów elektromagnetycznych","prof. A. Warzecha","9","W","wykład","aktywne"
"EEs1","2026-03-25","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","12","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-25","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-03-25","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-03-26","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-03-26","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-03-26","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-03-27","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-03-30","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-04-01","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-02","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-03","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-04","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-05","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-06","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-07","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-04-08","11:45","90","Modelowanie układów elektromagnetycznych","prof. A. Warzecha","9","W","wykład","aktywne"
"EEs1","2026-04-08","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","8","L4","laboratoria","aktywne"
"EEs1","2026-04-08","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-04-08","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-04-09","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-04-09","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-04-09","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-04-10","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-04-13","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-04-15","11:45","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","9","W","wykład","aktywne"
"EEs1","2026-04-15","13:30","135","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","12","Lk2E","laboratoria","aktywne"
"EEs1","2026-04-15","16:15","90","Systemy generacji i przetwarzania energii elektrycznej","prof. A. Warzecha","10","W","wykład","aktywne"
"EEs1","2026-04-15","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-04-16","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-04-16","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-04-16","16:15","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-04-17","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-04-20","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-04-20","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs1","2026-04-20","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-04-22","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","8","L3","laboratoria","aktywne"
"EEs1","2026-04-22","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-04-23","08:30","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L4","laboratoria","aktywne"
"EEs1","2026-04-23","11:00","90","Język angielski","mgr J. Firganek","139SJO","Lek1","laboratoria","aktywne"
"EEs1","2026-04-23","12:45","90","Technika wysokich napięć","dr inż. D. Smugała","A4","W","wykład","aktywne"
"EEs1","2026-04-23","14:30","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L3","laboratoria","aktywne"
"EEs1","2026-04-23","17:00","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-04-24","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-04-27","14:30","90","Język niemiecki","mgr E. Targosz","139SJO","Lek","laboratoria","aktywne"
"EEs1","2026-04-29","11:45","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","9","W","wykład","aktywne"
"EEs1","2026-04-29","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","8","L4","laboratoria","aktywne"
"EEs1","2026-04-29","18:00","90","Modelowanie układów elektromagnetycznych","dr inż. N. Radwan-Pragłowska","13","Lk3E","laboratoria","aktywne"
"EEs1","2026-04-30","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-04-30","10:15","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L4","laboratoria","aktywne"
"EEs1","2026-04-30","12:45","90","Technika wysokich napięć","dr inż. D. Smugała","A4","W","wykład","aktywne"
"EEs1","2026-04-30","14:30","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L3","laboratoria","aktywne"
"EEs1","2026-04-30","17:00","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-05-01","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-05-02","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-05-03","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-05-04","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-05-07","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-05-07","10:15","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L4","laboratoria","aktywne"
"EEs1","2026-05-07","12:45","90","Technika wysokich napięć","dr inż. D. Smugała","A4","W","wykład","aktywne"
"EEs1","2026-05-07","14:30","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L3","laboratoria","aktywne"
"EEs1","2026-05-07","17:00","90","Modelowanie układów elektromagnetycznych","dr inż. M. Sierżęga","A2","W / C","wykład","aktywne"
"EEs1","2026-05-08","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-05-12","07:00","900","Święto Szkoły","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-05-13","11:45","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","9","W","wykład","aktywne"
"EEs1","2026-05-13","13:30","90","Zakłócenia w układach elektroenergetycznych","prof. J. Szczepanik","8","L3","laboratoria","aktywne"
"EEs1","2026-05-14","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-05-14","10:15","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L4","laboratoria","aktywne"
"EEs1","2026-05-14","12:45","90","Technika wysokich napięć","dr inż. D. Smugała","A4","W","wykład","aktywne"
"EEs1","2026-05-14","14:30","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L3","laboratoria","aktywne"
"EEs1","2026-05-15","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-05-18","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-05-18","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs1","2026-05-21","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-05-21","10:15","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L4","laboratoria","aktywne"
"EEs1","2026-05-21","12:45","90","Technika wysokich napięć","dr inż. D. Smugała","A4","W","wykład","aktywne"
"EEs1","2026-05-21","14:30","135","Technika wysokich napięć","dr inż. D. Smugała","010A","L3","laboratoria","aktywne"
"EEs1","2026-05-22","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-05-24","07:00","900","Zielone Świątki","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-05-28","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-05-29","10:00","180","Projektowanie instalacji elektrycznych","dr inż. Ł. Sołtysek_","MsTeams","W / C / K / P","wykład","aktywne"
"EEs1","2026-06-01","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-06-01","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs1","2026-06-04","07:00","900","Boże Ciało","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-06-05","07:00","900","Boże Ciało","Brak","-","Wszystkie grupy","święto","wolne"
"EEs1","2026-06-11","08:30","90","Komputerowe projektowanie urządzeń dla elektroenergetyki","mgr inż. S. Nachman","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-06-15","11:00","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","Lk2E","laboratoria","aktywne"
"EEs1","2026-06-15","12:45","90","Systemy generacji i przetwarzania energii elektrycznej","prof. M. Jaraczewski","13","P2E","laboratoria","aktywne"
"EEs3","2026-02-23","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","12","Lk","laboratoria","aktywne"
"EEs3","2026-02-24","09:15","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","Lk","laboratoria","aktywne"
"EEs3","2026-02-24","11:00","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","L","laboratoria","aktywne"
"EEs3","2026-02-24","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","9","W","wykład","aktywne"
"EEs3","2026-02-24","14:30","90","Programy wsparcia innowacyjności przedsiębiorstw","dr inż. J. Bąk","108D","S1","laboratoria","aktywne"
"EEs3","2026-02-25","09:15","90","Prawo energetyczne i rynki energii","dr inż. A. Korzeń","A2","W","wykład","aktywne"
"EEs3","2026-02-26","14:30","90","Systemy monitoringu i sterowania w budownictwie","dr inż. A. Romańska","10","W","wykład","aktywne"
"EEs3","2026-02-26","16:15","90","Seminarium dyplomowe","prof. K. Kluszczyński","A1","S1","laboratoria","aktywne"
"EEs3","2026-03-02","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","12","Lk","laboratoria","aktywne"
"EEs3","2026-03-03","09:15","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","Lk","laboratoria","aktywne"
"EEs3","2026-03-03","11:00","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","L","laboratoria","aktywne"
"EEs3","2026-03-03","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","9","W","wykład","aktywne"
"EEs3","2026-03-03","14:30","135","Programy wsparcia innowacyjności przedsiębiorstw","dr inż. J. Bąk","108D","S1","laboratoria","aktywne"
"EEs3","2026-03-04","09:15","90","Prawo energetyczne i rynki energii","dr inż. A. Korzeń","A2","W","wykład","aktywne"
"EEs3","2026-03-05","14:30","90","Systemy monitoringu i sterowania w budownictwie","dr inż. A. Romańska","10","W","wykład","aktywne"
"EEs3","2026-03-05","16:15","90","Seminarium dyplomowe","prof. K. Kluszczyński","A1","S1","laboratoria","aktywne"
"EEs3","2026-03-09","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","12","Lk","laboratoria","aktywne"
"EEs3","2026-03-10","09:15","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","Lk","laboratoria","aktywne"
"EEs3","2026-03-10","11:00","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","L","laboratoria","aktywne"
"EEs3","2026-03-10","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","9","W","wykład","aktywne"
"EEs3","2026-03-10","14:30","90","Programy wsparcia innowacyjności przedsiębiorstw","dr inż. J. Bąk","108D","S1","laboratoria","aktywne"
"EEs3","2026-03-11","09:15","90","Prawo energetyczne i rynki energii","dr inż. A. Korzeń","A2","W","wykład","aktywne"
"EEs3","2026-03-12","14:30","90","Systemy monitoringu i sterowania w budownictwie","dr inż. A. Romańska","10","W","wykład","aktywne"
"EEs3","2026-03-12","16:15","90","Seminarium dyplomowe","prof. K. Kluszczyński","A1","S1","laboratoria","aktywne"
"EEs3","2026-03-16","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","12","Lk","laboratoria","aktywne"
"EEs3","2026-03-17","09:15","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","Lk","laboratoria","aktywne"
"EEs3","2026-03-17","11:00","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","L","laboratoria","aktywne"
"EEs3","2026-03-17","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","9","W","wykład","aktywne"
"EEs3","2026-03-17","14:30","90","Programy wsparcia innowacyjności przedsiębiorstw","dr inż. J. Bąk","108D","S1","laboratoria","aktywne"
"EEs3","2026-03-18","09:15","90","Prawo energetyczne i rynki energii","dr inż. A. Korzeń","A2","W","wykład","aktywne"
"EEs3","2026-03-19","14:30","90","Systemy monitoringu i sterowania w budownictwie","dr inż. A. Romańska","10","W","wykład","aktywne"
"EEs3","2026-03-23","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","12","Lk","laboratoria","aktywne"
"EEs3","2026-03-24","09:15","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","Lk","laboratoria","aktywne"
"EEs3","2026-03-24","11:00","90","Systemy monitoringu i sterowania w budownictwie","mgr inż. K. Hatłas","WA201","L","laboratoria","aktywne"
"EEs3","2026-03-24","12:45","90","Problemy jakości energii elektrycznej","prof. A. Szromba","9","W","wykład","aktywne"
"EEs3","2026-03-24","14:30","90","Programy wsparcia innowacyjności przedsiębiorstw","dr inż. J. Bąk","108D","S1","laboratoria","aktywne"
"EEs3","2026-03-25","09:15","90","Prawo energetyczne i rynki energii","dr inż. A. Korzeń","A2","W","wykład","aktywne"
"EEs3","2026-03-26","14:30","90","Systemy monitoringu i sterowania w budownictwie","dr inż. A. Romańska","10","W","wykład","aktywne"
"EEs3","2026-03-26","16:15","90","Seminarium dyplomowe","prof. K. Kluszczyński","A1","S1","laboratoria","aktywne"
